,Unnamed: 0,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,state
21579,21579,-37.679,148.724,very low,1.0,1.0,2020-01-02,1520,A,100,6.0NRT,289.7,22.8,N,Victoria
22842,22842,-41.705,148.006,low,3.1,1.7,2020-01-03,455,A,91,6.0NRT,293.3,202.9,D,Tasmania
24293,24293,-31.427,151.742,low,1.0,1.0,2020-01-03,1245,T,93,6.0NRT,293.4,13.5,N,New South Wales
4389,4389,-31.603,152.13,high,1.0,1.0,2019-12-30,345,A,81,6.0NRT,312.4,37.8,D,New South Wales
19384,19384,-32.853,124.137,very high,1.3,1.1,2020-01-02,555,A,100,6.0NRT,322.9,139.5,D,Western Australia
394,394,-25.864,128.351,high,1.7,1.3,2019-12-29,200,T,79,6.0NRT,314.6,31.3,D,Western Australia
30066,30066,-37.426,149.822,very low,2.2,1.4,2020-01-04,1325,T,97,6.0NRT,272.9,90.9,N,New South Wales
8559,8559,-24.656,127.215,moderate,3.1,1.7,2019-12-30,1450,T,88,6.0NRT,300.4,52.8,N,Western Australia
21137,21137,-37.085,148.092,very low,1.0,1.0,2020-01-02,1520,A,36,6.0NRT,285.7,12.5,N,Victoria
19824,19824,-32.332,123.228,very high,1.2,1.1,2020-01-02,555,A,100,6.0NRT,328.2,104.8,D,Western Australia
32376,32376,-37.153,149.321,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,270.7,97.7,N,New South Wales
15719,15719,-37.109,148.103,very low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,287.5,34.1,N,Victoria
10764,10764,-34.902,150.356,moderate,1.1,1.0,2019-12-31,10,T,60,6.0NRT,309.0,23.1,D,New South Wales
4451,4451,-31.369,151.902,high,1.0,1.0,2019-12-30,345,A,60,6.0NRT,311.6,21.2,D,New South Wales
20459,20459,-35.892,147.525,low,2.7,1.6,2020-01-02,1340,T,96,6.0NRT,294.4,63.9,N,New South Wales
22847,22847,-41.694,147.996,low,3.1,1.7,2020-01-03,455,A,67,6.0NRT,294.0,142.0,D,Tasmania
30568,30568,-37.134,148.43,very low,1.9,1.3,2020-01-04,1325,T,50,6.0NRT,284.6,39.1,N,Victoria
5264,5264,-37.54,149.492,very low,1.2,1.1,2019-12-30,1310,T,96,6.0NRT,269.6,0.0,N,Victoria
16921,16921,-31.856,121.553,moderate,1.0,1.0,2020-01-01,1435,T,100,6.0NRT,300.2,17.0,N,Western Australia
19415,19415,-32.82,124.203,very high,1.3,1.2,2020-01-02,555,A,100,6.0NRT,400.1,2654.6,D,Western Australia
10544,10544,-33.805,150.123,moderate,1.0,1.0,2019-12-31,10,T,68,6.0NRT,309.1,21.7,D,New South Wales
16597,16597,-18.151,144.096,low,1.0,1.0,2020-01-01,1300,T,73,6.0NRT,298.2,4.9,N,Queensland
5092,5092,-27.786,128.355,very high,1.1,1.0,2019-12-30,525,A,82,6.0NRT,321.8,15.4,D,Western Australia
31938,31938,-36.153,147.988,very low,1.2,1.1,2020-01-04,1505,A,96,6.0NRT,279.4,26.9,N,Victoria
9731,9731,-37.305,148.557,low,1.8,1.3,2019-12-30,1445,A,100,6.0NRT,298.3,71.5,N,Victoria
30000,30000,-29.074,150.782,low,4.2,1.9,2020-01-04,1330,T,99,6.0NRT,295.7,123.2,N,New South Wales
24946,24946,-34.339,150.321,moderate,1.4,1.2,2020-01-03,2345,T,26,6.0NRT,309.9,24.3,D,New South Wales
25636,25636,-37.378,149.131,moderate,1.4,1.2,2020-01-03,2345,T,64,6.0NRT,302.4,24.1,D,Victoria
12795,12795,-31.513,151.295,low,1.6,1.2,2019-12-31,1530,A,100,6.0NRT,294.8,58.7,N,New South Wales
13543,13543,-41.543,147.907,very low,1.4,1.2,2019-12-31,1530,A,100,6.0NRT,284.2,51.5,N,Tasmania
28825,28825,-35.888,147.522,moderate,1.0,1.0,2020-01-04,400,A,59,6.0NRT,308.7,34.7,D,New South Wales
11291,11291,-30.774,123.382,high,1.0,1.0,2019-12-31,150,T,100,6.0NRT,312.4,93.1,D,Western Australia
12721,12721,-24.867,147.754,low,1.0,1.0,2019-12-31,1525,A,100,6.0NRT,299.0,47.4,N,Queensland
26886,26886,-37.025,147.374,high,1.0,1.0,2020-01-04,400,A,89,6.0NRT,315.9,22.2,D,Victoria
26506,26506,-37.112,147.9,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,312.5,86.0,D,Victoria
14993,14993,-41.667,148.055,very low,1.1,1.0,2020-01-01,1255,T,100,6.0NRT,287.4,160.2,N,Tasmania
12161,12161,-37.56,149.371,very low,3.2,1.7,2019-12-31,1215,T,62,6.0NRT,284.9,52.1,N,Victoria
22531,22531,-35.939,136.742,very high,1.1,1.0,2020-01-03,500,A,100,6.0NRT,341.5,0.0,D,South Australia
18000,18000,-32.817,124.117,high,1.2,1.1,2020-01-02,135,T,100,6.0NRT,312.6,91.1,D,Western Australia
18873,18873,-35.93,147.902,moderate,1.1,1.0,2020-01-02,415,A,81,6.0NRT,303.5,30.4,D,New South Wales
22927,22927,-36.069,148.423,moderate,4.7,2.0,2020-01-03,455,A,70,6.0NRT,302.5,220.1,D,New South Wales
7814,7814,-35.514,148.03,very low,1.1,1.1,2019-12-30,1310,T,0,6.0NRT,283.8,23.9,N,New South Wales
29729,29729,-29.073,150.81,high,1.3,1.1,2020-01-04,405,A,100,6.0NRT,315.0,205.3,D,New South Wales
11530,11530,-36.134,147.856,low,1.5,1.2,2019-12-31,425,A,77,6.0NRT,299.9,57.9,D,Victoria
25615,25615,-37.174,148.144,moderate,1.6,1.2,2020-01-03,2345,T,80,6.0NRT,305.7,39.0,D,Victoria
14946,14946,-27.816,128.304,very high,1.0,1.0,2020-01-01,515,A,62,6.0NRT,329.8,21.5,D,Western Australia
16716,16716,-32.363,123.564,moderate,1.0,1.0,2020-01-01,1435,T,100,6.0NRT,300.4,73.0,N,Western Australia
6751,6751,-37.13,148.147,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,301.0,180.6,N,Victoria
7810,7810,-36.557,140.094,very low,1.6,1.2,2019-12-30,1310,T,77,6.0NRT,281.1,24.9,N,South Australia
16478,16478,-31.803,151.796,low,1.4,1.2,2020-01-01,1255,T,50,6.0NRT,291.1,13.4,N,New South Wales
1583,1583,-35.292,147.829,low,2.4,1.5,2019-12-29,1225,T,37,6.0NRT,294.2,31.1,N,New South Wales
6022,6022,-37.476,148.143,high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,312.6,0.0,N,Victoria
20389,20389,-38.052,141.822,very low,1.2,1.1,2020-01-02,1340,T,100,6.0NRT,289.2,30.9,N,Victoria
6935,6935,-36.374,149.683,very low,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,281.7,393.5,N,New South Wales
9896,9896,-37.285,147.942,moderate,1.9,1.4,2019-12-30,1445,A,100,6.0NRT,300.8,281.3,N,Victoria
30553,30553,-37.113,149.549,very low,2.2,1.4,2020-01-04,1325,T,29,6.0NRT,267.7,55.1,N,New South Wales
30006,30006,-25.434,149.169,low,4.0,1.9,2020-01-04,1330,T,44,6.0NRT,296.0,35.7,N,Queensland
12488,12488,-25.393,149.185,low,2.4,1.5,2019-12-31,1215,T,43,6.0NRT,295.6,20.3,N,Queensland
30520,30520,-37.141,149.536,very low,2.2,1.4,2020-01-04,1325,T,100,6.0NRT,279.3,514.0,N,New South Wales
1129,1129,-34.345,118.188,high,1.3,1.1,2019-12-29,620,A,93,6.0NRT,310.7,64.0,D,Western Australia
10852,10852,-35.182,150.061,high,1.1,1.0,2019-12-31,10,T,72,6.0NRT,312.6,18.4,D,New South Wales
2128,2128,-31.912,121.403,low,2.8,1.6,2019-12-29,1405,T,76,6.0NRT,294.5,35.6,N,Western Australia
21809,21809,-14.662,143.048,moderate,1.2,1.1,2020-01-03,35,T,87,6.0NRT,302.9,36.8,D,Queensland
5433,5433,-37.655,148.177,very high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,371.5,0.0,N,Victoria
20517,20517,-31.675,132.931,moderate,1.3,1.1,2020-01-02,1340,T,100,6.0NRT,301.1,20.7,N,South Australia
794,794,-29.105,128.188,very high,3.0,1.7,2019-12-29,440,A,79,6.0NRT,325.5,76.6,D,Western Australia
5152,5152,-24.57,128.459,high,1.2,1.1,2019-12-30,525,A,100,6.0NRT,316.6,196.7,D,Western Australia
29659,29659,-32.165,151.408,high,1.3,1.1,2020-01-04,405,A,100,6.0NRT,313.5,157.0,D,New South Wales
18054,18054,-20.169,144.057,moderate,1.2,1.1,2020-01-02,420,A,92,6.0NRT,309.1,49.1,D,Queensland
22581,22581,-35.891,136.803,very high,1.1,1.0,2020-01-03,500,A,100,6.0NRT,335.7,743.3,D,South Australia
19297,19297,-32.968,123.71,moderate,1.3,1.1,2020-01-02,555,A,100,6.0NRT,304.2,145.5,D,Western Australia
28754,28754,-35.831,148.335,moderate,1.0,1.0,2020-01-04,400,A,24,6.0NRT,301.7,26.8,D,New South Wales
22507,22507,-35.96,136.734,very high,1.1,1.0,2020-01-03,500,A,100,6.0NRT,400.1,0.0,D,South Australia
16933,16933,-31.839,121.539,low,1.0,1.0,2020-01-01,1435,T,89,6.0NRT,299.5,10.0,N,Western Australia
11821,11821,-31.62,152.12,moderate,3.6,1.8,2019-12-31,430,A,89,6.0NRT,300.9,278.0,D,New South Wales
9826,9826,-37.378,148.69,low,1.7,1.3,2019-12-30,1445,A,100,6.0NRT,294.8,0.0,N,Victoria
30622,30622,-36.937,146.653,very low,1.5,1.2,2020-01-04,1325,T,98,6.0NRT,283.2,67.0,N,Victoria
34176,34176,-32.259,123.402,low,1.7,1.3,2020-01-05,1410,T,85,6.0NRT,292.6,23.8,N,Western Australia
4767,4767,-32.709,120.985,high,1.9,1.3,2019-12-30,525,A,82,6.0NRT,311.4,59.4,D,Western Australia
31800,31800,-34.774,150.229,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,298.7,202.5,N,New South Wales
9929,9929,-37.33,148.035,very low,1.9,1.4,2019-12-30,1445,A,0,6.0NRT,288.9,35.1,N,Victoria
29211,29211,-35.323,147.824,very high,1.0,1.0,2020-01-04,405,A,91,6.0NRT,322.6,41.1,D,New South Wales
28870,28870,-35.747,148.276,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,313.6,130.9,D,New South Wales
22770,22770,-31.707,133.039,very low,1.0,1.0,2020-01-03,500,A,0,6.0NRT,276.1,51.3,D,South Australia
13233,13233,-37.383,148.979,very low,1.4,1.2,2019-12-31,1530,A,0,6.0NRT,286.5,27.9,N,Victoria
11008,11008,-35.688,149.92,low,1.1,1.0,2019-12-31,10,T,86,6.0NRT,290.0,76.7,D,New South Wales
21954,21954,-37.078,148.093,moderate,2.2,1.4,2020-01-03,40,T,100,6.0NRT,306.0,420.9,D,Victoria
14186,14186,-18.381,145.312,moderate,2.2,1.4,2020-01-01,335,A,67,6.0NRT,307.4,67.7,D,Queensland
9946,9946,-37.42,148.567,moderate,1.8,1.3,2019-12-30,1445,A,100,6.0NRT,309.2,0.0,N,Victoria
34484,10137,-24.354,129.137,moderate,1.6,1.2,2019-12-30,1620,A,100,6.0NRT,302.3,79.4,N,Northern Territory
8443,8443,-19.599,144.547,low,1.2,1.1,2019-12-30,1315,T,93,6.0NRT,296.3,16.7,N,Queensland
12956,12956,-35.494,148.044,low,1.2,1.1,2019-12-31,1530,A,100,6.0NRT,293.5,63.8,N,New South Wales
10604,10604,-34.207,149.963,moderate,1.0,1.0,2019-12-31,10,T,50,6.0NRT,309.2,10.9,D,New South Wales
1953,1953,-30.528,150.881,low,1.3,1.1,2019-12-29,1225,T,100,6.0NRT,298.8,49.4,N,New South Wales
12130,12130,-31.198,121.22,very high,1.5,1.2,2019-12-31,605,A,79,6.0NRT,321.4,69.2,D,Western Australia
9067,9067,-35.781,149.973,low,1.6,1.2,2019-12-30,1445,A,28,6.0NRT,294.7,8.5,N,New South Wales
32697,32697,-37.334,149.777,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,277.7,0.0,N,New South Wales
22483,22483,-35.95,136.856,moderate,1.1,1.0,2020-01-03,500,A,93,6.0NRT,302.0,46.7,D,South Australia
28318,28318,-35.988,148.393,moderate,1.0,1.0,2020-01-04,400,A,100,6.0NRT,300.4,103.6,D,New South Wales
19543,19543,-32.471,123.493,high,1.3,1.1,2020-01-02,555,A,89,6.0NRT,314.3,37.3,D,Western Australia
16068,16068,-35.939,148.271,low,1.0,1.0,2020-01-01,1255,T,40,6.0NRT,290.9,13.2,N,New South Wales
23363,23363,-37.113,148.301,low,1.3,1.1,2020-01-03,1245,T,99,6.0NRT,293.4,25.7,N,Victoria
33214,33214,-37.433,149.341,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,286.6,24.5,N,Victoria
7141,7141,-36.231,149.556,moderate,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,302.3,57.6,N,New South Wales
34162,34162,-32.586,122.073,low,2.1,1.4,2020-01-05,1410,T,80,6.0NRT,291.4,37.6,N,Western Australia
5819,5819,-37.518,148.274,very high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,352.8,0.0,N,Victoria
11239,11239,-35.809,136.712,low,3.5,1.8,2019-12-31,10,T,96,6.0NRT,294.9,381.8,D,South Australia
20832,20832,-36.069,149.783,very low,1.1,1.0,2020-01-02,1515,A,86,6.0NRT,288.3,13.9,N,New South Wales
33106,33106,-37.45,149.754,very low,1.0,1.0,2020-01-04,1505,A,80,6.0NRT,283.6,24.5,N,Victoria
12191,12191,-37.572,148.161,very low,3.8,1.8,2019-12-31,1215,T,76,6.0NRT,285.1,126.3,N,Victoria
7439,7439,-36.072,147.675,very high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,323.7,392.2,N,Victoria
1812,1812,-32.562,150.491,low,1.5,1.2,2019-12-29,1225,T,100,6.0NRT,299.7,26.0,N,New South Wales
14142,14142,-25.407,149.176,moderate,1.4,1.2,2020-01-01,335,A,63,6.0NRT,309.3,24.8,D,Queensland
306,306,-24.697,127.317,high,1.4,1.2,2019-12-29,200,T,100,6.0NRT,315.2,190.0,D,Western Australia
9279,9279,-36.161,149.648,low,1.6,1.3,2019-12-30,1445,A,0,6.0NRT,297.1,31.9,N,New South Wales
26778,26778,-37.05,147.475,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,316.1,75.9,D,Victoria
8278,8278,-32.169,151.332,low,1.9,1.4,2019-12-30,1310,T,70,6.0NRT,297.4,13.3,N,New South Wales
9611,9611,-36.596,149.617,moderate,1.6,1.2,2019-12-30,1445,A,100,6.0NRT,300.0,39.1,N,New South Wales
9055,9055,-35.76,149.988,moderate,1.6,1.2,2019-12-30,1445,A,100,6.0NRT,301.4,45.9,N,New South Wales
5834,5834,-37.481,148.442,low,1.1,1.0,2019-12-30,1310,T,90,6.0NRT,292.4,0.0,N,Victoria
2222,2222,-30.82,123.688,moderate,1.9,1.4,2019-12-29,1405,T,100,6.0NRT,300.3,42.9,N,Western Australia
7454,7454,-36.059,147.696,high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,318.1,113.1,N,Victoria
11742,11742,-32.621,150.691,moderate,2.7,1.6,2019-12-31,430,A,65,6.0NRT,309.1,87.7,D,New South Wales
9134,9134,-35.528,148.041,moderate,2.1,1.4,2019-12-30,1445,A,100,6.0NRT,301.5,251.5,N,New South Wales
4675,4675,-31.473,134.552,moderate,2.1,1.4,2019-12-30,525,A,85,6.0NRT,307.0,77.5,D,South Australia
29554,29554,-32.667,151.008,high,1.2,1.1,2020-01-04,405,A,99,6.0NRT,317.7,79.0,D,New South Wales
14775,14775,-31.64,119.731,high,3.6,1.8,2020-01-01,510,A,76,6.0NRT,314.6,129.1,D,Western Australia
33234,33234,-37.362,148.794,very low,1.1,1.0,2020-01-04,1505,A,31,6.0NRT,282.9,7.0,N,Victoria
8782,8782,-33.794,150.051,low,1.7,1.3,2019-12-30,1445,A,46,6.0NRT,297.1,23.4,N,New South Wales
33793,33793,-35.945,137.1,low,1.0,1.0,2020-01-05,445,A,84,6.0NRT,299.7,24.7,D,South Australia
20764,20764,-35.68,148.233,very low,1.0,1.0,2020-01-02,1515,A,50,6.0NRT,288.8,14.4,N,New South Wales
28910,28910,-35.661,148.24,moderate,1.0,1.0,2020-01-04,400,A,100,6.0NRT,304.4,118.1,D,New South Wales
9640,9640,-37.185,148.605,low,1.8,1.3,2019-12-30,1445,A,44,6.0NRT,294.7,15.4,N,Victoria
11114,11114,-35.995,149.547,very low,1.0,1.0,2019-12-31,10,T,100,6.0NRT,284.1,0.0,D,New South Wales
15605,15605,-37.421,148.511,very low,1.0,1.0,2020-01-01,1255,T,53,6.0NRT,286.1,11.8,N,Victoria
12693,12693,-19.242,146.118,low,1.2,1.1,2019-12-31,1525,A,31,6.0NRT,294.9,6.8,N,Queensland
14913,14913,-28.009,131.56,very high,1.1,1.0,2020-01-01,510,A,80,6.0NRT,328.4,11.4,D,South Australia
28912,28912,-35.664,148.218,moderate,1.0,1.0,2020-01-04,400,A,100,6.0NRT,307.3,74.3,D,New South Wales
13224,13224,-37.374,148.995,very low,1.4,1.2,2019-12-31,1530,A,76,6.0NRT,287.4,44.7,N,Victoria
16153,16153,-35.902,147.529,low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,297.3,63.2,N,New South Wales
29575,29575,-32.644,150.843,high,1.2,1.1,2020-01-04,405,A,78,6.0NRT,312.8,31.3,D,New South Wales
17392,17392,-35.403,148.034,moderate,1.2,1.1,2020-01-02,0,T,81,6.0NRT,302.0,27.3,D,New South Wales
14617,14617,-32.68,121.042,high,3.0,1.7,2020-01-01,510,A,100,6.0NRT,314.7,517.7,D,Western Australia
4264,4264,-32.635,150.7,high,1.1,1.0,2019-12-30,345,A,93,6.0NRT,313.3,50.5,D,New South Wales
17852,17852,-30.795,123.29,high,1.4,1.2,2020-01-02,135,T,0,6.0NRT,310.8,94.0,D,Western Australia
13466,13466,-37.648,148.517,very low,1.3,1.1,2019-12-31,1530,A,80,6.0NRT,286.4,25.4,N,Victoria
25549,25549,-37.108,147.871,moderate,1.6,1.3,2020-01-03,2345,T,73,6.0NRT,304.2,32.1,D,Victoria
28313,28313,-35.757,149.947,high,1.0,1.0,2020-01-04,400,A,0,6.0NRT,316.1,65.7,D,New South Wales
33998,33998,-26.519,150.662,low,1.1,1.0,2020-01-05,1235,T,72,6.0NRT,298.7,8.8,N,Queensland
24062,24062,-34.46,150.881,low,1.0,1.0,2020-01-03,1245,T,84,6.0NRT,295.0,9.9,N,New South Wales
9945,9945,-37.416,148.547,moderate,1.8,1.3,2019-12-30,1445,A,100,6.0NRT,305.8,0.0,N,Victoria
32654,32654,-37.332,149.878,very low,1.0,1.0,2020-01-04,1505,A,98,6.0NRT,285.5,0.0,N,New South Wales
1647,1647,-33.862,150.076,low,1.7,1.3,2019-12-29,1225,T,32,6.0NRT,291.0,11.9,N,New South Wales
2626,2626,-31.389,151.746,low,2.7,1.6,2019-12-29,1540,A,10,6.0NRT,291.0,41.2,N,New South Wales
9684,9684,-37.271,148.691,very low,1.8,1.3,2019-12-30,1445,A,100,6.0NRT,281.7,53.5,N,Victoria
1039,1039,-34.446,118.183,moderate,1.3,1.1,2019-12-29,620,A,71,6.0NRT,302.3,23.2,D,Western Australia
2064,2064,-32.089,121.643,low,2.8,1.6,2019-12-29,1405,T,88,6.0NRT,293.2,50.9,N,Western Australia
9293,9293,-36.146,149.588,very low,1.6,1.3,2019-12-30,1445,A,64,6.0NRT,282.8,20.6,N,New South Wales
3099,3099,-36.033,149.893,moderate,2.5,1.5,2019-12-29,2330,T,61,6.0NRT,302.7,43.8,D,New South Wales
18120,18120,-18.55,143.803,high,1.2,1.1,2020-01-02,420,A,64,6.0NRT,313.7,14.9,D,Queensland
24632,24632,-36.91,146.673,low,2.9,1.6,2020-01-03,1600,A,65,6.0NRT,295.0,41.1,N,Victoria
12926,12926,-35.613,149.884,very low,1.4,1.2,2019-12-31,1530,A,93,6.0NRT,286.7,34.9,N,New South Wales
9018,9018,-35.684,150.069,moderate,1.6,1.2,2019-12-30,1445,A,47,6.0NRT,302.4,29.8,N,New South Wales
6115,6115,-37.362,148.598,very low,1.1,1.1,2019-12-30,1310,T,100,6.0NRT,285.1,0.0,N,Victoria
4545,4545,-24.863,147.801,very high,1.1,1.1,2019-12-30,345,A,84,6.0NRT,322.7,31.1,D,Queensland
28370,28370,-35.737,149.953,very high,1.0,1.0,2020-01-04,400,A,75,6.0NRT,333.5,366.9,D,New South Wales
28467,28467,-35.898,148.698,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,317.1,190.8,D,New South Wales
16725,16725,-32.357,123.541,low,1.0,1.0,2020-01-01,1435,T,100,6.0NRT,297.9,23.1,N,Western Australia
24837,24837,-32.022,151.426,moderate,1.3,1.1,2020-01-03,2345,T,56,6.0NRT,302.8,28.7,D,New South Wales
26953,26953,-36.968,147.392,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,314.5,125.2,D,Victoria
16953,16953,-31.63,119.745,low,1.2,1.1,2020-01-01,1435,T,89,6.0NRT,295.4,16.3,N,Western Australia
13956,13956,-32.562,122.288,moderate,2.7,1.6,2020-01-01,230,T,100,6.0NRT,309.0,525.2,D,Western Australia
29020,29020,-35.224,149.936,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,319.0,63.7,D,New South Wales
34181,34181,-32.441,121.337,low,2.3,1.5,2020-01-05,1410,T,27,6.0NRT,290.9,17.9,N,Western Australia
4061,4061,-34.935,150.459,moderate,1.1,1.1,2019-12-30,345,A,96,6.0NRT,306.0,71.1,D,New South Wales
14821,14821,-30.886,123.727,very high,1.9,1.3,2020-01-01,510,A,48,6.0NRT,322.3,35.2,D,Western Australia
14081,14081,-31.533,151.284,low,1.3,1.1,2020-01-01,335,A,87,6.0NRT,296.8,113.6,D,New South Wales
27132,27132,-36.923,146.814,moderate,1.1,1.0,2020-01-04,400,A,59,6.0NRT,309.9,26.8,D,Victoria
27454,27454,-36.287,149.98,moderate,1.0,1.0,2020-01-04,400,A,96,6.0NRT,305.1,62.1,D,New South Wales
10578,10578,-34.083,150.145,high,1.0,1.0,2019-12-31,10,T,92,6.0NRT,313.2,45.4,D,New South Wales
13347,13347,-37.442,147.875,very low,1.2,1.1,2019-12-31,1530,A,100,6.0NRT,286.9,41.6,N,Victoria
19898,19898,-31.079,123.823,moderate,1.4,1.2,2020-01-02,555,A,66,6.0NRT,305.6,23.9,D,Western Australia
19793,19793,-32.577,121.994,high,1.1,1.0,2020-01-02,555,A,100,6.0NRT,318.7,109.9,D,Western Australia
6557,6557,-37.288,147.918,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,301.3,118.6,N,Victoria
25494,25494,-37.176,148.509,moderate,1.5,1.2,2020-01-03,2345,T,63,6.0NRT,302.7,17.5,D,Victoria
6505,6505,-37.303,147.946,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,300.9,50.9,N,Victoria
12245,12245,-36.198,147.684,very low,3.9,1.8,2019-12-31,1215,T,55,6.0NRT,289.1,53.7,N,Victoria
22226,22226,-35.955,148.349,low,3.5,1.8,2020-01-03,320,A,80,6.0NRT,295.9,155.5,D,New South Wales
3228,3228,-37.615,147.989,moderate,2.9,1.6,2019-12-29,2330,T,57,6.0NRT,303.0,50.6,D,Victoria
10330,10330,-32.161,151.414,moderate,1.1,1.0,2019-12-31,10,T,68,6.0NRT,307.0,23.0,D,New South Wales
18047,18047,-20.804,139.9,high,1.1,1.0,2020-01-02,420,A,96,6.0NRT,312.3,57.3,D,Queensland
16902,16902,-31.886,121.588,low,1.0,1.0,2020-01-01,1435,T,100,6.0NRT,298.9,15.2,N,Western Australia
20403,20403,-36.928,146.763,low,2.3,1.5,2020-01-02,1340,T,100,6.0NRT,294.3,313.4,N,Victoria
17628,17628,-37.277,147.981,low,1.1,1.1,2020-01-02,0,T,44,6.0NRT,292.3,14.7,D,Victoria
10822,10822,-34.972,150.119,high,1.1,1.0,2019-12-31,10,T,100,6.0NRT,314.7,89.8,D,New South Wales
24885,24885,-32.68,150.899,moderate,1.3,1.2,2020-01-03,2345,T,87,6.0NRT,307.9,52.2,D,New South Wales
10807,10807,-34.968,150.458,high,1.1,1.0,2019-12-31,10,T,100,6.0NRT,315.2,420.9,D,New South Wales
11870,11870,-28.134,129.718,high,3.8,1.8,2019-12-31,430,A,83,6.0NRT,318.9,175.4,D,South Australia
19096,19096,-35.781,136.801,very low,2.5,1.5,2020-01-02,415,A,74,6.0NRT,274.1,102.4,D,South Australia
20698,20698,-33.162,150.06,very low,1.0,1.0,2020-01-02,1515,A,17,6.0NRT,289.7,5.4,N,New South Wales
16881,16881,-32.211,121.349,low,1.1,1.0,2020-01-01,1435,T,76,6.0NRT,294.8,7.7,N,Western Australia
7839,7839,-35.494,147.975,low,1.1,1.1,2019-12-30,1310,T,100,6.0NRT,297.7,133.2,N,New South Wales
17766,17766,-16.919,128.128,moderate,1.2,1.1,2020-01-02,135,T,61,6.0NRT,301.7,20.2,D,Western Australia
22223,22223,-35.859,150.095,low,2.7,1.6,2020-01-03,320,A,66,6.0NRT,297.1,61.3,D,New South Wales
18363,18363,-37.657,148.644,low,1.1,1.1,2020-01-02,415,A,38,6.0NRT,294.4,24.2,D,Victoria
18237,18237,-16.605,137.996,moderate,1.2,1.1,2020-01-02,420,A,94,6.0NRT,306.9,59.2,D,Queensland
2514,2514,-27.908,128.487,moderate,1.0,1.0,2019-12-29,1405,T,94,6.0NRT,302.7,10.1,N,Western Australia
2760,2760,-37.346,148.511,low,1.9,1.4,2019-12-29,1540,A,100,6.0NRT,296.7,47.6,N,Victoria
678,678,-31.401,151.807,moderate,3.8,1.8,2019-12-29,300,A,92,6.0NRT,304.4,278.4,D,New South Wales
14631,14631,-32.586,122.276,high,2.5,1.5,2020-01-01,510,A,100,6.0NRT,312.3,281.0,D,Western Australia
28280,28280,-36.014,148.341,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,400.1,0.0,D,New South Wales
28822,28822,-35.884,147.556,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,400.1,1685.7,D,New South Wales
26270,26270,-37.268,148.703,low,1.0,1.0,2020-01-04,400,A,86,6.0NRT,292.2,28.1,D,Victoria
30880,30880,-34.785,150.418,very low,2.8,1.6,2020-01-04,1325,T,50,6.0NRT,288.2,92.7,N,New South Wales
5316,5316,-37.713,148.211,high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,315.1,0.0,N,Victoria
17380,17380,-35.654,149.872,low,1.0,1.0,2020-01-02,0,T,51,6.0NRT,293.6,23.1,D,New South Wales
21626,21626,-37.769,148.917,low,1.0,1.0,2020-01-02,1520,A,89,6.0NRT,290.3,15.1,N,Victoria
1899,1899,-31.501,151.324,low,1.3,1.1,2019-12-29,1225,T,100,6.0NRT,298.0,71.4,N,New South Wales
11749,11749,-32.721,150.104,moderate,2.5,1.5,2019-12-31,430,A,80,6.0NRT,309.4,73.6,D,New South Wales
33519,33519,-34.324,149.979,low,1.7,1.3,2020-01-05,30,T,68,6.0NRT,295.8,60.6,D,New South Wales
22698,22698,-35.846,136.626,high,1.1,1.0,2020-01-03,500,A,100,6.0NRT,319.7,131.2,D,South Australia
25561,25561,-37.467,149.765,moderate,1.3,1.1,2020-01-03,2345,T,52,6.0NRT,304.0,22.1,D,Victoria
19275,19275,-32.886,124.226,very high,1.3,1.2,2020-01-02,555,A,100,6.0NRT,331.9,1003.1,D,Western Australia
14915,14915,-28.464,128.459,very high,1.0,1.0,2020-01-01,510,A,53,6.0NRT,324.8,20.3,D,Western Australia
