,Unnamed: 0,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,state
5237,5237,-37.716,149.484,very low,1.2,1.1,2019-12-30,1310,T,100,6.0NRT,279.6,0.0,N,Victoria
4417,4417,-31.585,151.207,high,1.0,1.0,2019-12-30,345,A,96,6.0NRT,312.0,60.4,D,New South Wales
581,581,-32.648,121.102,very high,1.0,1.0,2019-12-29,200,T,92,6.0NRT,324.8,29.8,D,Western Australia
34091,34091,-16.563,141.525,low,3.1,1.7,2020-01-05,1235,T,96,6.0NRT,290.8,68.3,N,Queensland
29126,29126,-35.43,148.047,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,400.1,0.0,D,New South Wales
3255,3255,-17.293,144.08,moderate,1.7,1.3,2019-12-30,100,T,82,6.0NRT,302.3,30.5,D,Queensland
14252,14252,-37.098,146.971,low,2.8,1.6,2020-01-01,330,A,94,6.0NRT,298.4,248.3,D,Victoria
34770,26024,-20.479,134.462,high,1.0,1.0,2020-01-04,120,T,59,6.0NRT,312.8,9.6,D,Northern Territory
1448,1448,-30.831,123.462,very high,3.3,1.7,2019-12-29,620,A,100,6.0NRT,325.9,1174.2,D,Western Australia
1636,1636,-34.219,150.018,very low,1.7,1.3,2019-12-29,1225,T,100,6.0NRT,280.2,73.1,N,New South Wales
18664,18664,-36.116,149.994,low,1.3,1.1,2020-01-02,415,A,86,6.0NRT,298.2,44.0,D,New South Wales
1315,1315,-32.338,121.289,very high,2.2,1.4,2019-12-29,620,A,80,6.0NRT,322.7,69.7,D,Western Australia
7375,7375,-36.112,147.703,very high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,324.8,1774.1,N,Victoria
14278,14278,-35.945,148.214,moderate,2.3,1.5,2020-01-01,330,A,83,6.0NRT,305.0,84.2,D,New South Wales
13348,13348,-37.444,147.888,very low,1.2,1.1,2019-12-31,1530,A,100,6.0NRT,288.5,53.1,N,Victoria
21026,21026,-36.348,147.831,low,1.0,1.0,2020-01-02,1515,A,93,6.0NRT,291.6,23.5,N,Victoria
32415,32415,-37.192,149.504,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,293.5,0.0,N,New South Wales
33733,33733,-34.328,150.273,low,4.0,1.9,2020-01-05,305,A,57,6.0NRT,291.8,108.3,D,New South Wales
7060,7060,-36.278,149.636,high,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,314.1,183.3,N,New South Wales
29878,29878,-32.229,123.293,high,1.0,1.0,2020-01-04,540,A,99,6.0NRT,313.3,66.1,D,Western Australia
20164,20164,-30.8,123.341,very high,1.3,1.1,2020-01-02,555,A,96,6.0NRT,328.2,65.9,D,Western Australia
27269,27269,-36.505,149.519,moderate,1.0,1.0,2020-01-04,400,A,76,6.0NRT,309.5,24.6,D,New South Wales
5785,5785,-37.515,148.35,low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,299.5,0.0,N,Victoria
24566,24566,-35.586,148.196,low,3.5,1.8,2020-01-03,1600,A,96,6.0NRT,293.8,92.1,N,New South Wales
33095,33095,-37.364,149.201,very low,1.0,1.0,2020-01-04,1505,A,82,6.0NRT,288.9,25.0,N,Victoria
16387,16387,-35.728,136.75,very low,4.0,1.9,2020-01-01,1255,T,54,6.0NRT,289.8,144.1,N,South Australia
33687,33687,-30.464,151.302,moderate,3.2,1.7,2020-01-05,310,A,79,6.0NRT,308.1,77.4,D,New South Wales
9442,9442,-36.352,149.675,very high,1.6,1.3,2019-12-30,1445,A,100,6.0NRT,329.3,637.5,N,New South Wales
30400,30400,-37.156,149.708,very low,2.2,1.4,2020-01-04,1325,T,100,6.0NRT,281.1,0.0,N,New South Wales
27599,27599,-36.509,147.806,moderate,1.0,1.0,2020-01-04,400,A,100,6.0NRT,302.4,1392.4,D,Victoria
4790,4790,-32.39,123.445,high,1.3,1.1,2019-12-30,525,A,100,6.0NRT,317.2,240.6,D,Western Australia
19072,19072,-34.309,150.346,moderate,1.5,1.2,2020-01-02,415,A,98,6.0NRT,306.9,126.3,D,New South Wales
28599,28599,-35.867,148.657,moderate,1.0,1.0,2020-01-04,400,A,100,6.0NRT,303.1,81.9,D,New South Wales
20261,20261,-26.539,150.674,low,3.2,1.7,2020-01-02,1205,T,32,6.0NRT,294.8,30.3,N,Queensland
33375,33375,-37.732,149.254,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,287.0,31.2,N,Victoria
29086,29086,-35.073,150.546,high,1.1,1.0,2020-01-04,400,A,94,6.0NRT,318.9,301.8,D,New South Wales
27220,27220,-36.752,147.916,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,335.9,0.0,D,Victoria
33034,33034,-37.345,149.206,very low,1.0,1.0,2020-01-04,1505,A,50,6.0NRT,289.2,20.4,N,Victoria
2835,2835,-37.657,149.463,low,2.2,1.4,2019-12-29,1540,A,100,6.0NRT,294.7,66.4,N,Victoria
31808,31808,-34.787,150.249,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,293.4,26.9,N,New South Wales
4641,4641,-32.84,136.417,moderate,2.5,1.5,2019-12-30,525,A,80,6.0NRT,308.3,61.4,D,South Australia
14854,14854,-30.749,123.387,very high,2.0,1.4,2020-01-01,510,A,97,6.0NRT,322.5,126.3,D,Western Australia
7825,7825,-35.508,148.004,high,1.1,1.1,2019-12-30,1310,T,100,6.0NRT,314.1,327.1,N,New South Wales
23117,23117,-37.546,149.304,moderate,1.2,1.1,2020-01-03,1245,T,100,6.0NRT,308.4,553.3,N,Victoria
9925,9925,-37.446,148.667,low,1.7,1.3,2019-12-30,1445,A,100,6.0NRT,294.2,0.0,N,Victoria
1821,1821,-32.553,150.242,low,1.6,1.2,2019-12-29,1225,T,93,6.0NRT,298.9,20.2,N,New South Wales
25861,25861,-37.625,149.045,moderate,1.4,1.2,2020-01-03,2345,T,85,6.0NRT,304.0,71.3,D,Victoria
29404,29404,-34.814,150.197,high,1.1,1.0,2020-01-04,405,A,77,6.0NRT,311.7,32.2,D,New South Wales
8355,8355,-30.629,151.969,low,2.3,1.5,2019-12-30,1310,T,98,6.0NRT,293.0,55.2,N,New South Wales
6725,6725,-37.137,148.224,low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,292.4,54.7,N,Victoria
29484,29484,-34.306,150.238,high,1.1,1.0,2020-01-04,405,A,89,6.0NRT,315.6,34.7,D,New South Wales
3030,3030,-16.524,123.503,very low,1.1,1.0,2019-12-29,1715,A,72,6.0NRT,285.3,7.2,N,Western Australia
12178,12178,-37.522,149.287,very low,3.2,1.7,2019-12-31,1215,T,68,6.0NRT,284.9,69.5,N,Victoria
1645,1645,-33.883,150.217,low,1.6,1.3,2019-12-29,1225,T,7,6.0NRT,293.1,8.2,N,New South Wales
27284,27284,-36.893,146.7,very high,1.1,1.0,2020-01-04,400,A,100,6.0NRT,326.3,355.4,D,Victoria
16078,16078,-35.941,148.191,low,1.0,1.0,2020-01-01,1255,T,76,6.0NRT,290.2,10.3,N,New South Wales
8965,8965,-35.605,149.965,moderate,1.6,1.2,2019-12-30,1445,A,100,6.0NRT,302.3,27.3,N,New South Wales
9290,9290,-36.153,149.682,moderate,1.6,1.3,2019-12-30,1445,A,100,6.0NRT,305.6,211.0,N,New South Wales
25124,25124,-35.871,150.129,moderate,1.3,1.1,2020-01-03,2345,T,29,6.0NRT,302.9,14.8,D,New South Wales
14613,14613,-32.501,123.433,moderate,2.1,1.4,2020-01-01,510,A,42,6.0NRT,302.1,50.6,D,Western Australia
7563,7563,-35.619,149.912,moderate,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,300.3,56.4,N,New South Wales
28308,28308,-36.109,147.586,very high,1.0,1.0,2020-01-04,400,A,94,6.0NRT,333.3,556.5,D,Victoria
25849,25849,-37.591,148.924,moderate,1.4,1.2,2020-01-03,2345,T,62,6.0NRT,302.0,16.7,D,Victoria
27076,27076,-36.785,148.013,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,400.1,0.0,D,Victoria
233,233,-31.597,152.132,moderate,1.7,1.3,2019-12-29,20,T,69,6.0NRT,304.7,53.4,D,New South Wales
4029,4029,-35.288,147.827,very high,1.5,1.2,2019-12-30,345,A,100,6.0NRT,322.7,130.4,D,New South Wales
9907,9907,-37.435,148.671,low,1.7,1.3,2019-12-30,1445,A,100,6.0NRT,295.3,0.0,N,Victoria
6372,6372,-37.284,148.571,low,1.1,1.1,2019-12-30,1310,T,100,6.0NRT,294.3,117.1,N,Victoria
5459,5459,-37.657,148.102,high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,318.1,0.0,N,Victoria
33066,33066,-37.354,149.204,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,290.6,44.7,N,Victoria
19238,19238,-33.171,123.787,high,1.3,1.1,2020-01-02,555,A,100,6.0NRT,316.6,161.9,D,Western Australia
21331,21331,-37.189,147.104,very low,1.0,1.0,2020-01-02,1520,A,91,6.0NRT,287.0,15.5,N,Victoria
34313,390,-25.762,129.879,high,2.2,1.4,2019-12-29,200,T,86,6.0NRT,312.1,78.4,D,Northern Territory
15124,15124,-37.507,149.767,very low,1.0,1.0,2020-01-01,1255,T,90,6.0NRT,289.4,25.9,N,Victoria
29992,29992,-30.465,151.04,low,4.0,1.9,2020-01-04,1330,T,81,6.0NRT,293.7,69.4,N,New South Wales
20178,20178,-30.792,123.348,very high,1.3,1.1,2020-01-02,555,A,100,6.0NRT,327.6,78.8,D,Western Australia
25449,25449,-37.032,148.317,moderate,1.5,1.2,2020-01-03,2345,T,82,6.0NRT,306.7,73.4,D,Victoria
27208,27208,-36.508,149.625,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,320.7,294.5,D,New South Wales
27669,27669,-36.483,147.736,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,400.1,1332.9,D,Victoria
30813,30813,-35.856,147.523,very low,1.8,1.3,2020-01-04,1325,T,31,6.0NRT,287.1,22.9,N,New South Wales
17618,17618,-37.07,147.086,moderate,1.2,1.1,2020-01-02,0,T,97,6.0NRT,303.8,88.5,D,Victoria
4824,4824,-30.694,132.991,high,1.7,1.3,2019-12-30,525,A,100,6.0NRT,315.7,513.7,D,South Australia
29489,29489,-34.286,150.337,high,1.1,1.0,2020-01-04,405,A,69,6.0NRT,317.1,21.7,D,New South Wales
4406,4406,-31.622,151.137,high,1.0,1.0,2019-12-30,345,A,91,6.0NRT,313.6,41.6,D,New South Wales
31385,31385,-32.673,150.889,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,297.9,19.7,N,New South Wales
20777,20777,-35.972,149.967,very low,1.1,1.0,2020-01-02,1515,A,66,6.0NRT,289.0,8.5,N,New South Wales
18446,18446,-37.571,148.157,moderate,1.1,1.0,2020-01-02,415,A,100,6.0NRT,301.1,93.1,D,Victoria
22589,22589,-35.91,136.685,high,1.1,1.0,2020-01-03,500,A,91,6.0NRT,314.8,0.0,D,South Australia
34297,374,-25.339,130.181,moderate,2.2,1.4,2019-12-29,200,T,100,6.0NRT,308.1,221.3,D,Northern Territory
11681,11681,-35.802,136.765,moderate,1.6,1.2,2019-12-31,425,A,100,6.0NRT,303.1,170.0,D,South Australia
27264,27264,-36.496,149.576,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,334.2,404.8,D,New South Wales
20287,20287,-37.518,149.409,very low,3.2,1.7,2020-01-02,1340,T,36,6.0NRT,287.2,68.4,N,Victoria
25653,25653,-36.902,146.652,moderate,1.9,1.4,2020-01-03,2345,T,90,6.0NRT,306.2,109.8,D,Victoria
26790,26790,-37.071,147.311,moderate,1.0,1.0,2020-01-04,400,A,94,6.0NRT,308.5,85.8,D,Victoria
4808,4808,-32.51,121.969,high,1.6,1.3,2019-12-30,525,A,57,6.0NRT,316.6,72.6,D,Western Australia
29639,29639,-32.588,150.193,moderate,1.1,1.1,2020-01-04,405,A,93,6.0NRT,307.1,54.0,D,New South Wales
5883,5883,-37.515,148.172,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,302.6,68.3,N,Victoria
9062,9062,-35.324,147.836,low,2.2,1.4,2019-12-30,1445,A,0,6.0NRT,296.4,50.3,N,New South Wales
16441,16441,-32.574,150.416,low,1.1,1.1,2020-01-01,1255,T,100,6.0NRT,293.8,25.4,N,New South Wales
26893,26893,-37.045,147.221,very high,1.1,1.0,2020-01-04,400,A,100,6.0NRT,342.5,667.9,D,Victoria
146,146,-34.888,150.161,moderate,1.5,1.2,2019-12-29,25,T,65,6.0NRT,301.1,77.2,D,New South Wales
31921,31921,-36.402,149.602,low,1.0,1.0,2020-01-04,1505,A,96,6.0NRT,292.6,35.4,N,New South Wales
5055,5055,-27.702,129.914,high,1.3,1.1,2019-12-30,525,A,92,6.0NRT,319.5,42.7,D,South Australia
33149,33149,-37.371,149.127,very low,1.0,1.0,2020-01-04,1505,A,32,6.0NRT,287.2,16.4,N,Victoria
29407,29407,-34.825,150.128,high,1.1,1.0,2020-01-04,405,A,92,6.0NRT,313.3,45.1,D,New South Wales
3804,3804,-37.107,148.123,high,1.5,1.2,2019-12-30,345,A,94,6.0NRT,310.2,233.4,D,Victoria
8863,8863,-34.456,150.879,low,1.5,1.2,2019-12-30,1445,A,60,6.0NRT,291.5,11.9,N,New South Wales
19506,19506,-32.781,124.142,high,1.3,1.1,2020-01-02,555,A,86,6.0NRT,312.4,41.3,D,Western Australia
3061,3061,-33.8,150.018,moderate,2.8,1.6,2019-12-29,2330,T,57,6.0NRT,302.5,101.3,D,New South Wales
18056,18056,-20.157,144.066,high,1.2,1.1,2020-01-02,420,A,100,6.0NRT,311.7,145.6,D,Queensland
10467,10467,-32.987,150.792,high,1.1,1.0,2019-12-31,10,T,42,6.0NRT,312.4,17.6,D,New South Wales
17580,17580,-36.947,147.321,low,1.2,1.1,2020-01-02,0,T,51,6.0NRT,299.4,19.7,D,Victoria
11942,11942,-18.409,145.271,moderate,2.4,1.5,2019-12-31,430,A,100,6.0NRT,306.6,1111.5,D,Queensland
28671,28671,-35.878,148.385,moderate,1.0,1.0,2020-01-04,400,A,100,6.0NRT,303.5,108.2,D,New South Wales
17875,17875,-30.919,123.736,very high,1.3,1.1,2020-01-02,135,T,100,6.0NRT,324.8,874.0,D,Western Australia
33869,33869,-32.27,123.325,moderate,3.7,1.8,2020-01-05,625,A,73,6.0NRT,309.9,130.3,D,Western Australia
8625,8625,-31.605,152.102,low,1.5,1.2,2019-12-30,1445,A,33,6.0NRT,293.8,19.3,N,New South Wales
2404,2404,-28.771,128.538,moderate,1.0,1.0,2019-12-29,1405,T,100,6.0NRT,304.0,23.3,N,Western Australia
4247,4247,-32.688,150.854,high,1.0,1.0,2019-12-30,345,A,100,6.0NRT,312.4,75.8,D,New South Wales
32878,32878,-37.373,149.661,very low,1.0,1.0,2020-01-04,1505,A,34,6.0NRT,271.4,19.9,N,New South Wales
21425,21425,-37.58,149.017,very low,1.0,1.0,2020-01-02,1520,A,73,6.0NRT,287.5,12.2,N,Victoria
1166,1166,-33.208,123.337,high,2.8,1.6,2019-12-29,620,A,85,6.0NRT,317.0,85.9,D,Western Australia
9186,9186,-36.022,149.893,moderate,1.6,1.2,2019-12-30,1445,A,100,6.0NRT,303.9,41.3,N,New South Wales
27352,27352,-36.713,147.861,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,326.1,226.0,D,Victoria
24487,24487,-31.91,121.547,very low,1.4,1.2,2020-01-03,1425,T,70,6.0NRT,286.4,15.6,N,Western Australia
1801,1801,-32.573,150.59,moderate,1.5,1.2,2019-12-29,1225,T,100,6.0NRT,303.0,139.0,N,New South Wales
21164,21164,-37.209,148.711,very low,1.0,1.0,2020-01-02,1520,A,49,6.0NRT,284.9,7.4,N,Victoria
30779,30779,-35.912,147.951,low,1.9,1.3,2020-01-04,1325,T,100,6.0NRT,293.1,360.8,N,New South Wales
5548,5548,-37.581,148.335,very low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,281.5,0.0,N,Victoria
12663,12663,-28.453,128.492,low,1.4,1.2,2019-12-31,1355,T,100,6.0NRT,296.2,32.0,N,Western Australia
21988,21988,-35.744,136.696,high,1.2,1.1,2020-01-03,40,T,61,6.0NRT,310.8,16.8,D,South Australia
20596,20596,-32.482,123.248,very low,3.6,1.8,2020-01-02,1520,T,37,6.0NRT,287.3,32.5,N,Western Australia
13820,13820,-35.755,136.777,moderate,1.0,1.0,2020-01-01,55,T,36,6.0NRT,302.5,22.5,D,South Australia
30882,30882,-34.765,150.441,very low,2.9,1.6,2020-01-04,1325,T,37,6.0NRT,288.7,83.3,N,New South Wales
21019,21019,-36.302,147.773,low,1.0,1.0,2020-01-02,1515,A,100,6.0NRT,292.4,19.8,N,Victoria
1990,1990,-19.217,146.105,low,2.0,1.4,2019-12-29,1230,T,48,6.0NRT,291.5,9.4,N,Queensland
13383,13383,-37.566,148.702,very low,1.3,1.1,2019-12-31,1530,A,57,6.0NRT,285.9,33.7,N,Victoria
829,829,-28.779,128.534,very high,2.8,1.6,2019-12-29,440,A,91,6.0NRT,320.6,182.2,D,Western Australia
24558,24558,-35.268,147.872,low,3.3,1.7,2020-01-03,1600,A,67,6.0NRT,295.5,40.9,N,New South Wales
13346,13346,-37.402,147.535,very low,1.2,1.1,2019-12-31,1530,A,82,6.0NRT,283.5,16.1,N,Victoria
5865,5865,-37.479,148.391,high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,310.1,0.0,N,Victoria
1650,1650,-33.832,150.035,very low,1.7,1.3,2019-12-29,1225,T,72,6.0NRT,287.8,33.1,N,New South Wales
4869,4869,-29.128,128.333,high,1.1,1.0,2019-12-30,525,A,65,6.0NRT,317.0,10.5,D,Western Australia
20868,20868,-35.973,148.288,low,1.0,1.0,2020-01-02,1515,A,58,6.0NRT,290.5,9.1,N,New South Wales
22433,22433,-35.98,136.881,very low,1.1,1.0,2020-01-03,500,A,85,6.0NRT,287.5,63.6,D,South Australia
22870,22870,-36.979,148.278,low,4.4,1.9,2020-01-03,455,A,71,6.0NRT,298.7,126.6,D,Victoria
8864,8864,-34.841,150.173,low,1.6,1.3,2019-12-30,1445,A,98,6.0NRT,296.0,30.9,N,New South Wales
30702,30702,-36.41,147.859,very low,1.8,1.3,2020-01-04,1325,T,36,6.0NRT,289.4,34.8,N,Victoria
32956,32956,-37.419,149.839,very low,1.0,1.0,2020-01-04,1505,A,46,6.0NRT,282.4,11.9,N,New South Wales
31218,31218,-31.818,151.865,low,1.0,1.0,2020-01-04,1505,A,90,6.0NRT,299.3,12.6,N,New South Wales
